"","plot","period","effort","year","month","y_count","y_occ","newmoonnumber","ym","precip","airtemp","precip_lag1","precip_lag2","ndvi","season"
"10778",24,459,49,2017,2,6,1,491,2017-02-01,16.764,11.2958348214286,37.084,36.322,NA,"winter"
"10779",1,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10780",2,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10781",3,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10782",4,460,49,2017,3,1,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10783",5,460,49,2017,3,9,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10784",6,460,49,2017,3,4,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10785",7,460,49,2017,3,6,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10786",8,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10787",9,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10788",10,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10789",11,460,49,2017,3,4,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10790",12,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10791",13,460,49,2017,3,7,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10792",14,460,49,2017,3,3,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10793",15,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10794",16,460,49,2017,3,3,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10795",17,460,49,2017,3,4,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10796",18,460,49,2017,3,7,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10797",19,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10798",20,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10799",21,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10800",22,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10801",23,460,49,2017,3,0,0,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10802",24,460,49,2017,3,7,1,492,2017-03-01,1.27,16.8241465053763,16.764,37.084,NA,"spring"
"10803",1,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10804",2,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10805",3,461,49,2017,4,1,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10806",4,461,49,2017,4,1,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10807",5,461,49,2017,4,10,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10808",6,461,49,2017,4,4,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10809",7,461,49,2017,4,5,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10810",8,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10811",9,461,49,2017,4,3,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10812",10,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10813",11,461,49,2017,4,4,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10814",12,461,49,2017,4,1,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10815",13,461,49,2017,4,2,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10816",14,461,49,2017,4,3,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10817",15,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10818",16,461,49,2017,4,5,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10819",17,461,49,2017,4,10,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10820",18,461,49,2017,4,5,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10821",19,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10822",20,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10823",21,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10824",22,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10825",23,461,49,2017,4,0,0,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10826",24,461,49,2017,4,9,1,493,2017-04-01,0,19.4353805555556,1.27,16.764,NA,"spring"
"10827",1,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10828",2,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10829",3,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10830",4,462,49,2017,5,2,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10831",5,462,49,2017,5,3,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10832",6,462,49,2017,5,1,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10833",7,462,49,2017,5,5,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10834",8,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10835",9,462,49,2017,5,3,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10836",10,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10837",11,462,49,2017,5,7,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10838",12,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10839",13,462,49,2017,5,2,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10840",14,462,49,2017,5,2,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10841",15,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10842",16,462,49,2017,5,1,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10843",17,462,49,2017,5,6,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10844",18,462,49,2017,5,5,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10845",19,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10846",20,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10847",21,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10848",22,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10849",23,462,49,2017,5,0,0,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10850",24,462,49,2017,5,7,1,494,2017-05-01,0.1456267,22.2375846774194,0,1.27,NA,"spring"
"10851",1,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10852",2,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10853",3,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10854",4,463,49,2017,6,1,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10855",5,463,49,2017,6,5,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10856",6,463,49,2017,6,2,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10857",7,463,49,2017,6,2,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10858",8,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10859",9,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10860",10,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10861",11,463,49,2017,6,4,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10862",12,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10863",13,463,49,2017,6,3,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10864",14,463,49,2017,6,3,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10865",15,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10866",16,463,49,2017,6,2,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10867",17,463,49,2017,6,3,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10868",18,463,49,2017,6,4,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10869",19,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10870",20,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10871",21,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10872",22,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10873",23,463,49,2017,6,0,0,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10874",24,463,49,2017,6,4,1,495,2017-06-01,6.1163204,28.9906944444444,0.1456267,0,NA,"summer"
"10875",1,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10876",4,464,49,2017,7,2,1,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10877",6,464,49,2017,7,2,1,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10878",11,464,49,2017,7,4,1,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10879",12,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10880",18,464,49,2017,7,7,1,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10881",19,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10882",20,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10883",21,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10884",22,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10885",23,464,49,2017,7,0,0,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10886",24,464,49,2017,7,2,1,496,2017-07-01,97.8577318,26.1317741935484,6.1163204,0.1456267,NA,"summer"
"10887",1,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10888",2,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10889",3,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10890",4,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10891",5,465,49,2017,8,2,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10892",6,465,49,2017,8,4,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10893",7,465,49,2017,8,3,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10894",8,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10895",9,465,49,2017,8,1,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10896",10,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10897",11,465,49,2017,8,4,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10898",12,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10899",13,465,49,2017,8,1,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10900",14,465,49,2017,8,2,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10901",15,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10902",16,465,49,2017,8,3,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10903",17,465,49,2017,8,4,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10904",18,465,49,2017,8,7,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10905",19,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10906",20,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10907",21,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10908",22,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10909",23,465,49,2017,8,0,0,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10910",24,465,49,2017,8,2,1,497,2017-08-01,33.528,24.6984005376344,97.8577318,6.1163204,NA,"summer"
"10911",1,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10912",2,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10913",3,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10914",4,466,49,2017,9,2,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10915",5,466,49,2017,9,5,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10916",6,466,49,2017,9,5,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10917",7,466,49,2017,9,5,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10918",8,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10919",9,466,49,2017,9,2,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10920",10,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10921",11,466,49,2017,9,3,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10922",12,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10923",13,466,49,2017,9,3,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10924",14,466,49,2017,9,1,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10925",15,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10926",16,466,49,2017,9,3,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10927",17,466,49,2017,9,5,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10928",18,466,49,2017,9,5,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10929",19,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10930",20,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10931",21,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10932",22,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10933",23,466,49,2017,9,0,0,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10934",24,466,49,2017,9,3,1,498,2017-09-01,4.064,23.8870694444444,33.528,97.8577318,NA,"fall"
"10935",1,467,49,2017,10,1,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10936",2,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10937",3,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10938",4,467,49,2017,10,3,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10939",5,467,49,2017,10,6,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10940",6,467,49,2017,10,5,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10941",7,467,49,2017,10,5,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10942",8,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10943",9,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10944",10,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10945",11,467,49,2017,10,2,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10946",12,467,49,2017,10,2,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10947",13,467,49,2017,10,1,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10948",14,467,49,2017,10,2,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10949",15,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10950",16,467,49,2017,10,2,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10951",17,467,49,2017,10,4,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10952",18,467,49,2017,10,4,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10953",19,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10954",20,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10955",21,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10956",22,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10957",23,467,49,2017,10,0,0,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10958",24,467,49,2017,10,4,1,499,2017-10-01,4.572,20.026,4.064,33.528,NA,"fall"
"10959",1,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10960",2,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10961",3,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10962",4,468,49,2017,11,1,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10963",5,468,49,2017,11,5,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10964",6,468,49,2017,11,7,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10965",7,468,49,2017,11,3,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10966",8,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10967",9,468,49,2017,11,1,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10968",10,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10969",11,468,49,2017,11,3,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10970",12,468,49,2017,11,1,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10971",13,468,49,2017,11,2,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10972",14,468,49,2017,11,3,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10973",15,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10974",16,468,49,2017,11,1,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10975",17,468,49,2017,11,6,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10976",18,468,49,2017,11,4,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10977",19,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10978",20,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10979",21,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10980",22,468,49,2017,11,0,0,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10981",23,468,49,2017,11,1,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10982",24,468,49,2017,11,3,1,500,2017-11-01,3.302,15.9797041666667,4.572,4.064,NA,"fall"
"10983",1,469,49,2017,12,0,0,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10984",4,469,49,2017,12,3,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10985",6,469,49,2017,12,4,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10986",11,469,49,2017,12,4,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10987",12,469,49,2017,12,1,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10988",18,469,49,2017,12,4,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10989",19,469,49,2017,12,0,0,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10990",20,469,49,2017,12,0,0,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10991",21,469,49,2017,12,0,0,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10992",22,469,49,2017,12,0,0,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10993",23,469,49,2017,12,2,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10994",24,469,49,2017,12,3,1,501,2017-12-01,15.494,8.61163440860215,3.302,4.572,NA,"winter"
"10995",1,470,49,2018,1,0,0,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"10996",4,470,49,2018,1,4,1,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"10997",6,470,49,2018,1,7,1,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"10998",11,470,49,2018,1,2,1,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"10999",12,470,49,2018,1,1,1,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11000",18,470,49,2018,1,5,1,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11001",19,470,49,2018,1,0,0,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11002",20,470,49,2018,1,0,0,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11003",21,470,49,2018,1,0,0,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11004",22,470,49,2018,1,0,0,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11005",23,470,49,2018,1,0,0,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11006",24,470,49,2018,1,3,1,502,2018-01-01,1.27,8.82933064516129,15.494,3.302,NA,"winter"
"11007",1,471,49,2018,2,0,0,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11008",4,471,49,2018,2,2,1,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11009",6,471,49,2018,2,4,1,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11010",11,471,49,2018,2,5,1,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11011",12,471,49,2018,2,1,1,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11012",18,471,49,2018,2,10,1,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11013",19,471,49,2018,2,0,0,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11014",20,471,49,2018,2,0,0,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11015",21,471,49,2018,2,0,0,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11016",22,471,49,2018,2,0,0,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11017",23,471,49,2018,2,0,0,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11018",24,471,49,2018,2,3,1,503,2018-02-01,19.812,10.9363214285714,1.27,15.494,NA,"winter"
"11019",1,472,49,2018,3,0,0,504,2018-03-01,1.016,14.3283803763441,19.812,1.27,NA,"spring"
"11020",2,472,49,2018,3,0,0,504,2018-03-01,1.016,14.3283803763441,19.812,1.27,NA,"spring"
"11021",3,472,49,2018,3,0,0,504,2018-03-01,1.016,14.3283803763441,19.812,1.27,NA,"spring"
"11022",4,472,49,2018,3,1,1,504,2018-03-01,1.016,14.3283803763441,19.812,1.27,NA,"spring"
"11023",5,472,49,2018,3,3,1,504,2018-03-01,1.016,14.3283803763441,19.812,1.27,NA,"spring"
